Customer ID,Comfort,Fit & Sizing,Preferred Pieces,Design & Style,Material Quality,Color & Patterns,Additional Aspects,Fashion Type
7751,2,4,Hoodie,Stylish,Good,Pink,Dissatisfied,Streetwear
3462,4,4,Suit,Elegant,Excellent,Yellow,Satisfied,Formal
705,5,3,Cocktail Dress,Artistic,Average,Purple,Satisfied,Casual
53,3,1,Crochet Top,Artistic,Good,Beige,Dissatisfied,Casual
1398,4,2,Flowy Skirt,Simple,Good,Pink,Dissatisfied,Casual
4075,5,3,Maxi Dress,Artistic,Excellent,Blue,Dissatisfied,Bohemian
4247,4,3,Embroidered Skirt,Artistic,Good,Black,Dissatisfied,Bohemian
2177,5,5,Formal Shirt,Elegant,Excellent,Yellow,Satisfied,Formal
8177,4,2,Leggings,Bold Graphics,Average,Gray,Dissatisfied,Athleisure
7755,5,3,Hoodie,Stylish,Excellent,Yellow,Satisfied,Streetwear
9913,4,1,Sweat-wicking Tee,Stylish,Average,Green,Satisfied,Athleisure
9651,5,3,Sweat-wicking Tee,Bold Graphics,Good,Green,Dissatisfied,Athleisure
142,5,2,Evening Dress,Simple,Good,Yellow,Dissatisfied,Casual
2197,4,4,Suit,Elegant,Excellent,Brown,Satisfied,Formal
3401,5,5,Tuxedo,Elegant,Excellent,Black,Satisfied,Formal
2192,5,5,Tuxedo,Elegant,Excellent,White,Satisfied,Formal
1128,5,1,Tuxedo,Simple,Good,Navy,Dissatisfied,Casual
9677,3,2,Leggings,Bold Graphics,Average,Brown,Satisfied,Athleisure
5349,4,3,Boho Blouse,Artistic,Good,Green,Satisfied,Bohemian
3083,4,5,Tuxedo,Elegant,Excellent,Green,Dissatisfied,Formal
8400,4,1,Sweat-wicking Tee,Stylish,Average,Yellow,Satisfied,Athleisure
6971,5,4,Joggers,Stylish,Excellent,Navy,Dissatisfied,Streetwear
7296,5,4,Hoodie,Stylish,Good,Brown,Dissatisfied,Streetwear
7787,5,4,Hoodie,Stylish,Good,Floral,Dissatisfied,Streetwear
8636,4,2,Leggings,Bold Graphics,Good,Purple,Dissatisfied,Athleisure
8238,3,1,Yoga Pants,Stylish,Average,Purple,Satisfied,Athleisure
2468,5,4,Tuxedo,Elegant,Excellent,Floral,Dissatisfied,Formal
3603,5,5,Tuxedo,Elegant,Excellent,Red,Dissatisfied,Formal
8696,3,3,Yoga Pants,Bold Graphics,Good,Gray,Dissatisfied,Athleisure
3890,4,4,Tuxedo,Elegant,Excellent,Beige,Satisfied,Formal
4367,5,3,Boho Blouse,Artistic,Excellent,Beige,Dissatisfied,Bohemian
3084,5,5,Tuxedo,Elegant,Excellent,Green,Satisfied,Formal
7123,2,4,Hoodie,Stylish,Good,Black,Satisfied,Streetwear
2624,5,5,Suit,Elegant,Excellent,Green,Dissatisfied,Formal
9680,3,2,Sweat-wicking Tee,Bold Graphics,Average,Pink,Satisfied,Athleisure
2860,4,5,Tuxedo,Elegant,Excellent,Black,Dissatisfied,Formal
4835,4,2,Boho Blouse,Artistic,Excellent,Pink,Satisfied,Bohemian
2179,5,4,Suit,Elegant,Excellent,Pink,Satisfied,Formal
6529,4,3,Joggers,Stylish,Excellent,Navy,Dissatisfied,Streetwear
2345,4,5,Tuxedo,Elegant,Excellent,Blue,Dissatisfied,Formal
7956,4,4,Hoodie,Stylish,Good,Red,Dissatisfied,Streetwear
9714,3,2,Sweat-wicking Tee,Stylish,Good,Yellow,Dissatisfied,Athleisure
5961,4,2,Boho Blouse,Artistic,Good,Red,Dissatisfied,Bohemian
9004,3,1,Yoga Pants,Stylish,Good,Black,Satisfied,Athleisure
4360,3,4,Boho Blouse,Artistic,Good,Yellow,Satisfied,Bohemian
6768,5,4,Hoodie,Bold Graphics,Good,Floral,Dissatisfied,Streetwear
7199,5,3,Snapback,Stylish,Excellent,Floral,Dissatisfied,Streetwear
8784,4,3,Sweat-wicking Tee,Bold Graphics,Average,Green,Dissatisfied,Athleisure
550,4,1,Flowy Skirt,Simple,Average,Yellow,Dissatisfied,Casual
7093,5,3,Snapback,Stylish,Good,Beige,Satisfied,Streetwear
4962,4,4,Embroidered Skirt,Artistic,Good,Purple,Dissatisfied,Bohemian
7397,5,3,Hoodie,Bold Graphics,Good,Red,Dissatisfied,Streetwear
4057,3,3,Embroidered Skirt,Artistic,Good,Brown,Dissatisfied,Bohemian
1207,3,1,Leggings,Artistic,Average,Green,Satisfied,Casual
3272,4,4,Tuxedo,Elegant,Excellent,Purple,Satisfied,Formal
9587,3,1,Sweat-wicking Tee,Stylish,Average,Purple,Dissatisfied,Athleisure
1047,3,2,Sports Bra,Artistic,Average,Pink,Satisfied,Casual
4898,3,2,Maxi Dress,Artistic,Excellent,Black,Satisfied,Bohemian
9158,5,1,Sweat-wicking Tee,Bold Graphics,Good,Yellow,Satisfied,Athleisure
922,3,2,Crochet Top,Simple,Good,Gray,Satisfied,Casual
5730,5,3,Boho Blouse,Artistic,Good,Pink,Satisfied,Bohemian
3452,4,4,Formal Shirt,Elegant,Excellent,Brown,Satisfied,Formal
8819,4,3,Sweat-wicking Tee,Bold Graphics,Good,Brown,Satisfied,Athleisure
4213,4,3,Boho Blouse,Artistic,Excellent,Gray,Dissatisfied,Bohemian
6388,5,3,Snapback,Stylish,Excellent,Floral,Satisfied,Streetwear
9661,5,1,Yoga Pants,Stylish,Good,Beige,Satisfied,Athleisure
743,4,3,Track Jacket,Artistic,Average,White,Dissatisfied,Casual
7602,4,4,Joggers,Bold Graphics,Good,Green,Dissatisfied,Streetwear
1648,5,2,Fringe Dress,Simple,Good,Pink,Dissatisfied,Casual
9900,3,2,Leggings,Bold Graphics,Average,Green,Satisfied,Athleisure
3121,4,4,Suit,Elegant,Excellent,Gray,Dissatisfied,Formal
9965,4,1,Yoga Pants,Bold Graphics,Average,Gray,Dissatisfied,Athleisure
8815,3,2,Yoga Pants,Bold Graphics,Good,Floral,Dissatisfied,Athleisure
5783,5,2,Maxi Dress,Artistic,Good,Yellow,Dissatisfied,Bohemian
6228,4,4,Joggers,Stylish,Excellent,White,Dissatisfied,Streetwear
7285,4,4,Snapback,Stylish,Good,Pink,Satisfied,Streetwear
4441,3,3,Maxi Dress,Artistic,Excellent,Gray,Satisfied,Bohemian
7768,5,3,Snapback,Bold Graphics,Good,Red,Dissatisfied,Streetwear
5091,5,4,Maxi Dress,Artistic,Excellent,Brown,Dissatisfied,Bohemian
5269,5,3,Embroidered Skirt,Artistic,Excellent,Purple,Dissatisfied,Bohemian
2530,4,4,Tuxedo,Elegant,Excellent,Navy,Dissatisfied,Formal
6363,2,3,Snapback,Stylish,Excellent,Green,Satisfied,Streetwear
5715,3,2,Embroidered Skirt,Artistic,Excellent,Pink,Dissatisfied,Bohemian
7502,5,4,Joggers,Stylish,Good,Beige,Dissatisfied,Streetwear
6197,5,3,Joggers,Bold Graphics,Excellent,Blue,Satisfied,Streetwear
2718,4,4,Suit,Elegant,Excellent,Black,Dissatisfied,Formal
8735,4,3,Leggings,Stylish,Average,Green,Dissatisfied,Athleisure
1273,3,1,Blazer,Artistic,Good,Blue,Satisfied,Casual
6189,2,3,Joggers,Bold Graphics,Excellent,Purple,Dissatisfied,Streetwear
806,5,3,Sweat-wicking Tee,Artistic,Average,Blue,Satisfied,Casual
8645,4,1,Leggings,Stylish,Good,Yellow,Satisfied,Athleisure
640,3,2,Crochet Top,Artistic,Good,Floral,Dissatisfied,Casual
5895,3,3,Maxi Dress,Artistic,Good,Black,Dissatisfied,Bohemian
8692,4,3,Yoga Pants,Stylish,Average,Beige,Satisfied,Athleisure
7351,3,4,Hoodie,Bold Graphics,Good,White,Satisfied,Streetwear
8296,4,2,Leggings,Bold Graphics,Average,Green,Dissatisfied,Athleisure
4661,3,2,Boho Blouse,Artistic,Good,Yellow,Dissatisfied,Bohemian
2592,5,4,Suit,Elegant,Excellent,Beige,Dissatisfied,Formal
6297,5,3,Joggers,Stylish,Excellent,Floral,Dissatisfied,Streetwear
7916,4,4,Snapback,Bold Graphics,Excellent,Yellow,Dissatisfied,Streetwear
1860,4,3,Fringe Dress,Simple,Good,Brown,Satisfied,Casual
2271,4,5,Suit,Elegant,Excellent,Red,Satisfied,Formal
2135,5,4,Suit,Elegant,Excellent,Purple,Satisfied,Formal
6160,4,4,Hoodie,Bold Graphics,Excellent,Blue,Satisfied,Streetwear
4976,3,4,Boho Blouse,Artistic,Good,Black,Satisfied,Bohemian
3590,5,5,Formal Shirt,Elegant,Excellent,Gray,Dissatisfied,Formal
2609,5,4,Suit,Elegant,Excellent,Brown,Satisfied,Formal
276,4,1,Fringe Dress,Simple,Average,Floral,Satisfied,Casual
6028,5,4,Snapback,Stylish,Good,Yellow,Satisfied,Streetwear
7423,4,3,Snapback,Stylish,Excellent,Red,Satisfied,Streetwear
9709,3,3,Yoga Pants,Bold Graphics,Average,Blue,Dissatisfied,Athleisure
147,5,2,Sports Bra,Simple,Good,Floral,Satisfied,Casual
1262,3,1,Formal Shirt,Artistic,Good,Yellow,Satisfied,Casual
4042,4,4,Maxi Dress,Artistic,Good,Black,Satisfied,Bohemian
2111,4,5,Tuxedo,Elegant,Excellent,Black,Dissatisfied,Formal
5726,3,4,Boho Blouse,Artistic,Good,Purple,Dissatisfied,Bohemian
6206,2,4,Snapback,Bold Graphics,Good,Brown,Dissatisfied,Streetwear
7914,3,4,Snapback,Bold Graphics,Excellent,Beige,Satisfied,Streetwear
7638,3,4,Hoodie,Stylish,Excellent,Yellow,Dissatisfied,Streetwear
6373,5,3,Joggers,Bold Graphics,Excellent,Floral,Satisfied,Streetwear
6745,4,3,Joggers,Stylish,Excellent,Beige,Satisfied,Streetwear
7007,4,4,Snapback,Stylish,Excellent,Gray,Dissatisfied,Streetwear
2075,5,4,Suit,Elegant,Excellent,Navy,Satisfied,Formal
6932,5,4,Snapback,Stylish,Good,Green,Satisfied,Streetwear
1838,3,1,Suit,Artistic,Average,Beige,Dissatisfied,Casual
9928,3,2,Yoga Pants,Stylish,Good,Blue,Satisfied,Athleisure
3606,5,5,Tuxedo,Elegant,Excellent,Navy,Satisfied,Formal
3883,5,5,Suit,Elegant,Excellent,Beige,Satisfied,Formal
7426,4,3,Hoodie,Bold Graphics,Good,Brown,Satisfied,Streetwear
8363,4,3,Sweat-wicking Tee,Bold Graphics,Good,Pink,Satisfied,Athleisure
4679,4,2,Boho Blouse,Artistic,Excellent,Floral,Dissatisfied,Bohemian
7268,4,4,Hoodie,Bold Graphics,Good,Black,Satisfied,Streetwear
8245,3,1,Yoga Pants,Stylish,Good,Beige,Dissatisfied,Athleisure
4559,5,2,Embroidered Skirt,Artistic,Good,Brown,Dissatisfied,Bohemian
4091,5,2,Embroidered Skirt,Artistic,Excellent,Navy,Satisfied,Bohemian
2358,5,5,Tuxedo,Elegant,Excellent,Red,Satisfied,Formal
1003,3,2,Shorts,Simple,Average,Purple,Dissatisfied,Casual
5663,3,3,Boho Blouse,Artistic,Good,Brown,Satisfied,Bohemian
3361,4,5,Formal Shirt,Elegant,Excellent,Gray,Satisfied,Formal
4689,5,2,Embroidered Skirt,Artistic,Excellent,Green,Dissatisfied,Bohemian
2065,4,5,Suit,Elegant,Excellent,Navy,Dissatisfied,Formal
5737,5,3,Maxi Dress,Artistic,Good,White,Dissatisfied,Bohemian
6978,3,3,Hoodie,Bold Graphics,Good,Brown,Dissatisfied,Streetwear
9504,3,2,Sweat-wicking Tee,Stylish,Good,Floral,Satisfied,Athleisure
8749,4,3,Leggings,Stylish,Good,Purple,Dissatisfied,Athleisure
3178,4,4,Formal Shirt,Elegant,Excellent,Navy,Dissatisfied,Formal
9410,4,3,Yoga Pants,Stylish,Good,Brown,Dissatisfied,Athleisure
185,4,1,Sports Bra,Artistic,Good,Gray,Satisfied,Casual
1614,4,1,Sweat-wicking Tee,Simple,Good,Pink,Satisfied,Casual
4929,4,2,Embroidered Skirt,Artistic,Excellent,Purple,Satisfied,Bohemian
3830,5,5,Formal Shirt,Elegant,Excellent,Blue,Dissatisfied,Formal
4077,3,3,Maxi Dress,Artistic,Excellent,Brown,Satisfied,Bohemian
6608,5,3,Hoodie,Bold Graphics,Good,Gray,Dissatisfied,Streetwear
8768,3,2,Leggings,Bold Graphics,Good,White,Satisfied,Athleisure
6678,2,3,Snapback,Stylish,Excellent,Purple,Dissatisfied,Streetwear
7015,3,3,Joggers,Stylish,Good,Floral,Dissatisfied,Streetwear
3063,5,4,Suit,Elegant,Excellent,Black,Dissatisfied,Formal
1621,5,1,T-shirt,Simple,Good,Gray,Satisfied,Casual
2987,5,4,Formal Shirt,Elegant,Excellent,Brown,Satisfied,Formal
6082,3,3,Joggers,Stylish,Excellent,Yellow,Satisfied,Streetwear
3961,5,5,Tuxedo,Elegant,Excellent,Yellow,Dissatisfied,Formal
1425,3,1,Boho Blouse,Artistic,Average,White,Satisfied,Casual
6645,2,3,Snapback,Stylish,Excellent,Green,Satisfied,Streetwear
3786,4,4,Suit,Elegant,Excellent,Yellow,Satisfied,Formal
9820,4,1,Yoga Pants,Bold Graphics,Average,Black,Dissatisfied,Athleisure
7471,4,4,Hoodie,Bold Graphics,Excellent,Brown,Dissatisfied,Streetwear
158,3,1,Sport Shorts,Artistic,Average,White,Satisfied,Casual
6637,4,4,Snapback,Bold Graphics,Excellent,Brown,Satisfied,Streetwear
9231,4,3,Sweat-wicking Tee,Bold Graphics,Good,Yellow,Satisfied,Athleisure
6259,4,4,Joggers,Bold Graphics,Excellent,Blue,Satisfied,Streetwear
4126,5,4,Maxi Dress,Artistic,Excellent,Black,Satisfied,Bohemian
999,4,3,Joggers,Simple,Good,Green,Satisfied,Casual
5125,5,3,Maxi Dress,Artistic,Good,Yellow,Dissatisfied,Bohemian
5898,4,3,Maxi Dress,Artistic,Good,Green,Dissatisfied,Bohemian
2443,4,4,Tuxedo,Elegant,Excellent,Yellow,Dissatisfied,Formal
1343,3,3,Casual Dress,Simple,Good,Yellow,Dissatisfied,Casual
5766,3,4,Maxi Dress,Artistic,Good,Beige,Dissatisfied,Bohemian
189,4,3,Snapback,Simple,Good,White,Dissatisfied,Casual
9477,3,1,Yoga Pants,Bold Graphics,Good,Red,Satisfied,Athleisure
9959,5,2,Leggings,Bold Graphics,Average,Navy,Dissatisfied,Athleisure
2396,5,4,Formal Shirt,Elegant,Excellent,Navy,Dissatisfied,Formal
5233,4,3,Embroidered Skirt,Artistic,Excellent,Black,Dissatisfied,Bohemian
6218,5,4,Joggers,Bold Graphics,Excellent,Red,Satisfied,Streetwear
8240,4,3,Sweat-wicking Tee,Stylish,Good,Green,Dissatisfied,Athleisure
9971,3,3,Yoga Pants,Bold Graphics,Average,Green,Satisfied,Athleisure
280,4,1,Button-up Shirt,Simple,Good,Blue,Dissatisfied,Casual
9533,4,3,Sweat-wicking Tee,Bold Graphics,Average,Floral,Satisfied,Athleisure
1306,4,3,Sport Shorts,Simple,Good,Blue,Dissatisfied,Casual
7278,5,3,Hoodie,Bold Graphics,Excellent,Beige,Dissatisfied,Streetwear
939,4,3,Blazer,Simple,Good,Pink,Satisfied,Casual
7586,2,3,Joggers,Bold Graphics,Good,Pink,Satisfied,Streetwear
285,5,1,Graphic Tee,Artistic,Good,Green,Satisfied,Casual
9023,4,1,Yoga Pants,Bold Graphics,Good,Green,Dissatisfied,Athleisure
2695,4,4,Suit,Elegant,Excellent,White,Satisfied,Formal
6832,2,4,Snapback,Bold Graphics,Excellent,Yellow,Satisfied,Streetwear
7047,3,4,Snapback,Stylish,Good,Black,Dissatisfied,Streetwear
9994,3,3,Sweat-wicking Tee,Stylish,Average,Pink,Satisfied,Athleisure
7935,2,3,Joggers,Stylish,Good,Yellow,Satisfied,Streetwear
9421,5,1,Leggings,Stylish,Good,Pink,Satisfied,Athleisure
2646,4,5,Suit,Elegant,Excellent,Floral,Satisfied,Formal
9892,4,1,Sweat-wicking Tee,Stylish,Good,Navy,Satisfied,Athleisure
7318,5,3,Snapback,Stylish,Excellent,Gray,Satisfied,Streetwear
5525,3,4,Embroidered Skirt,Artistic,Good,Beige,Dissatisfied,Bohemian
6650,4,3,Snapback,Stylish,Good,Green,Dissatisfied,Streetwear
4604,3,2,Embroidered Skirt,Artistic,Excellent,Yellow,Dissatisfied,Bohemian
8455,3,2,Yoga Pants,Stylish,Average,Floral,Dissatisfied,Athleisure
6309,5,3,Snapback,Stylish,Good,Gray,Satisfied,Streetwear
5161,4,2,Maxi Dress,Artistic,Good,Beige,Dissatisfied,Bohemian
6172,2,4,Snapback,Bold Graphics,Excellent,Green,Satisfied,Streetwear
148,4,3,Cargo Pants,Artistic,Average,White,Satisfied,Casual
6320,5,4,Hoodie,Stylish,Excellent,White,Dissatisfied,Streetwear
7634,2,4,Hoodie,Stylish,Excellent,Brown,Satisfied,Streetwear
5629,3,3,Boho Blouse,Artistic,Excellent,Gray,Dissatisfied,Bohemian
8881,3,2,Sweat-wicking Tee,Bold Graphics,Average,Purple,Satisfied,Athleisure
6350,4,4,Snapback,Bold Graphics,Excellent,Floral,Satisfied,Streetwear
425,3,1,Yoga Pants,Simple,Good,Purple,Dissatisfied,Casual
6926,5,3,Hoodie,Bold Graphics,Good,Yellow,Dissatisfied,Streetwear
1846,3,2,Leggings,Simple,Average,Beige,Satisfied,Casual
1903,3,2,Button-up Shirt,Artistic,Good,Green,Satisfied,Casual
5637,4,4,Embroidered Skirt,Artistic,Excellent,Blue,Dissatisfied,Bohemian
7712,2,4,Snapback,Bold Graphics,Excellent,Black,Satisfied,Streetwear
4046,3,3,Embroidered Skirt,Artistic,Excellent,Floral,Satisfied,Bohemian
5990,5,4,Maxi Dress,Artistic,Excellent,Floral,Satisfied,Bohemian
8221,5,1,Leggings,Stylish,Good,Brown,Dissatisfied,Athleisure
5709,5,3,Maxi Dress,Artistic,Good,Beige,Dissatisfied,Bohemian
9288,5,2,Yoga Pants,Stylish,Good,Pink,Satisfied,Athleisure
9103,4,2,Leggings,Stylish,Average,Blue,Dissatisfied,Athleisure
6284,4,3,Joggers,Stylish,Good,Red,Satisfied,Streetwear
2595,5,4,Tuxedo,Elegant,Excellent,White,Dissatisfied,Formal
659,3,3,Suit,Simple,Average,White,Dissatisfied,Casual
2938,5,4,Formal Shirt,Elegant,Excellent,Blue,Dissatisfied,Formal
9954,5,1,Sweat-wicking Tee,Stylish,Good,Green,Dissatisfied,Athleisure
4904,5,4,Maxi Dress,Artistic,Excellent,Green,Satisfied,Bohemian
487,3,1,Joggers,Simple,Average,Brown,Satisfied,Casual
2649,5,4,Tuxedo,Elegant,Excellent,Pink,Satisfied,Formal
7485,5,4,Snapback,Stylish,Excellent,Red,Dissatisfied,Streetwear
6395,5,4,Joggers,Stylish,Excellent,Yellow,Dissatisfied,Streetwear
517,4,2,Polo Shirt,Artistic,Good,Brown,Dissatisfied,Casual
1569,4,1,Tunic,Artistic,Good,Green,Satisfied,Casual
8084,4,3,Yoga Pants,Bold Graphics,Average,Blue,Satisfied,Athleisure
3853,5,4,Formal Shirt,Elegant,Excellent,Pink,Dissatisfied,Formal
906,5,3,Yoga Pants,Artistic,Average,Yellow,Dissatisfied,Casual
3950,4,5,Tuxedo,Elegant,Excellent,Beige,Satisfied,Formal
3892,5,4,Formal Shirt,Elegant,Excellent,Purple,Satisfied,Formal
9353,3,3,Leggings,Stylish,Average,Pink,Satisfied,Athleisure
2613,4,4,Suit,Elegant,Excellent,Floral,Satisfied,Formal
1301,5,1,Graphic Tee,Artistic,Good,Blue,Satisfied,Casual
5314,5,4,Embroidered Skirt,Artistic,Excellent,Pink,Dissatisfied,Bohemian
6491,4,4,Snapback,Stylish,Excellent,Gray,Satisfied,Streetwear
801,4,3,Dress Shirt,Artistic,Average,White,Satisfied,Casual
8008,5,1,Leggings,Bold Graphics,Average,Navy,Dissatisfied,Athleisure
6256,4,3,Hoodie,Stylish,Excellent,Blue,Dissatisfied,Streetwear
4747,3,2,Embroidered Skirt,Artistic,Good,Green,Satisfied,Bohemian
4798,3,3,Maxi Dress,Artistic,Excellent,White,Dissatisfied,Bohemian
2843,5,4,Suit,Elegant,Excellent,Floral,Satisfied,Formal
4555,5,3,Boho Blouse,Artistic,Excellent,Brown,Dissatisfied,Bohemian
1365,5,1,Leggings,Artistic,Average,Yellow,Dissatisfied,Casual
2539,4,4,Formal Shirt,Elegant,Excellent,Pink,Dissatisfied,Formal
3658,5,4,Formal Shirt,Elegant,Excellent,Purple,Dissatisfied,Formal
4420,5,2,Maxi Dress,Artistic,Excellent,Beige,Dissatisfied,Bohemian
989,3,3,Sports Bra,Simple,Good,Gray,Satisfied,Casual
5856,4,3,Boho Blouse,Artistic,Excellent,Purple,Satisfied,Bohemian
1680,5,1,Sweatshirt,Simple,Good,Brown,Satisfied,Casual
2738,5,4,Formal Shirt,Elegant,Excellent,Purple,Dissatisfied,Formal
3364,5,4,Tuxedo,Elegant,Excellent,Black,Dissatisfied,Formal
4214,5,3,Maxi Dress,Artistic,Good,Brown,Dissatisfied,Bohemian
8436,4,3,Leggings,Bold Graphics,Good,Floral,Satisfied,Athleisure
6127,5,3,Joggers,Bold Graphics,Excellent,Red,Dissatisfied,Streetwear
1011,4,3,Polo Shirt,Simple,Average,Blue,Satisfied,Casual
7852,5,4,Snapback,Stylish,Good,Navy,Satisfied,Streetwear
4478,5,2,Boho Blouse,Artistic,Excellent,Pink,Dissatisfied,Bohemian
8669,4,3,Leggings,Stylish,Average,Red,Dissatisfied,Athleisure
9629,5,2,Sweat-wicking Tee,Bold Graphics,Good,Beige,Dissatisfied,Athleisure
1400,3,3,Cargo Pants,Artistic,Good,White,Dissatisfied,Casual
3774,5,5,Formal Shirt,Elegant,Excellent,Yellow,Satisfied,Formal
3784,4,5,Suit,Elegant,Excellent,Navy,Dissatisfied,Formal
9317,5,1,Leggings,Bold Graphics,Average,Pink,Satisfied,Athleisure
218,4,3,Evening Dress,Artistic,Good,Pink,Satisfied,Casual
7579,3,4,Snapback,Bold Graphics,Excellent,Beige,Dissatisfied,Streetwear
4887,3,4,Boho Blouse,Artistic,Excellent,Pink,Satisfied,Bohemian
9323,3,2,Leggings,Bold Graphics,Average,Purple,Satisfied,Athleisure
3303,5,5,Formal Shirt,Elegant,Excellent,Yellow,Dissatisfied,Formal
250,5,1,Track Pants,Simple,Good,Green,Dissatisfied,Casual
7263,2,3,Snapback,Stylish,Good,Purple,Satisfied,Streetwear
8085,5,1,Leggings,Stylish,Average,Beige,Satisfied,Athleisure
7754,4,4,Snapback,Bold Graphics,Excellent,Yellow,Satisfied,Streetwear
5052,5,4,Maxi Dress,Artistic,Excellent,Purple,Satisfied,Bohemian
436,4,2,Joggers,Artistic,Good,Purple,Dissatisfied,Casual
521,3,3,Boho Blouse,Artistic,Average,Purple,Satisfied,Casual
8454,5,1,Leggings,Bold Graphics,Good,Navy,Dissatisfied,Athleisure
995,3,3,Joggers,Simple,Good,Navy,Satisfied,Casual
399,5,3,Embroidered Top,Artistic,Average,Green,Dissatisfied,Casual
57,5,3,Athletic Jacket,Simple,Good,Brown,Satisfied,Casual
6120,2,3,Hoodie,Bold Graphics,Excellent,Navy,Dissatisfied,Streetwear
3611,5,5,Formal Shirt,Elegant,Excellent,Pink,Dissatisfied,Formal
2,4,2,Cocktail Dress,Simple,Average,Beige,Dissatisfied,Casual
9107,3,3,Yoga Pants,Bold Graphics,Good,Red,Dissatisfied,Athleisure
3794,4,4,Formal Shirt,Elegant,Excellent,Yellow,Dissatisfied,Formal
718,5,3,Button-up Shirt,Simple,Average,Floral,Dissatisfied,Casual
347,4,3,Athletic Jacket,Artistic,Good,Navy,Satisfied,Casual
2212,4,4,Tuxedo,Elegant,Excellent,Pink,Satisfied,Formal
1776,5,1,Leggings,Simple,Good,Pink,Dissatisfied,Casual
4235,5,2,Embroidered Skirt,Artistic,Good,White,Satisfied,Bohemian
21,3,2,Gym Shorts,Simple,Average,Pink,Satisfied,Casual
3173,5,5,Suit,Elegant,Excellent,Pink,Dissatisfied,Formal
3245,5,5,Tuxedo,Elegant,Excellent,Gray,Satisfied,Formal
9338,4,2,Yoga Pants,Bold Graphics,Average,Floral,Satisfied,Athleisure
8336,4,1,Sweat-wicking Tee,Bold Graphics,Good,Brown,Satisfied,Athleisure
3766,5,4,Tuxedo,Elegant,Excellent,Gray,Dissatisfied,Formal
469,4,3,Sweatshirt,Simple,Average,Beige,Dissatisfied,Casual
7049,4,3,Joggers,Bold Graphics,Good,Red,Satisfied,Streetwear
8095,3,3,Sweat-wicking Tee,Stylish,Good,White,Dissatisfied,Athleisure
2254,4,5,Tuxedo,Elegant,Excellent,Gray,Dissatisfied,Formal
277,3,2,Graphic Tee,Simple,Good,Beige,Satisfied,Casual
6659,3,3,Hoodie,Bold Graphics,Good,Pink,Dissatisfied,Streetwear
1510,4,2,Yoga Pants,Artistic,Average,Purple,Dissatisfied,Casual
5678,3,3,Maxi Dress,Artistic,Good,Yellow,Dissatisfied,Bohemian
1189,4,3,Running Shoes,Simple,Good,Brown,Dissatisfied,Casual
8716,3,1,Leggings,Stylish,Good,Red,Dissatisfied,Athleisure
7610,3,4,Hoodie,Stylish,Good,Navy,Dissatisfied,Streetwear
8493,5,1,Sweat-wicking Tee,Bold Graphics,Good,Black,Dissatisfied,Athleisure
7354,2,3,Snapback,Stylish,Excellent,Navy,Satisfied,Streetwear
7686,3,3,Hoodie,Stylish,Good,Yellow,Satisfied,Streetwear
4105,5,3,Maxi Dress,Artistic,Excellent,Purple,Dissatisfied,Bohemian
693,3,2,Sweatshirt,Simple,Good,Navy,Dissatisfied,Casual
6940,5,3,Hoodie,Bold Graphics,Good,Navy,Dissatisfied,Streetwear
325,5,1,Track Jacket,Simple,Good,Yellow,Dissatisfied,Casual
2288,5,5,Tuxedo,Elegant,Excellent,Black,Dissatisfied,Formal
9028,4,3,Sweat-wicking Tee,Bold Graphics,Average,Gray,Satisfied,Athleisure
3292,5,5,Suit,Elegant,Excellent,Floral,Dissatisfied,Formal
2762,4,4,Formal Shirt,Elegant,Excellent,Floral,Satisfied,Formal
1999,3,2,Boho Blouse,Simple,Average,Floral,Satisfied,Casual
8662,3,2,Yoga Pants,Stylish,Good,Green,Dissatisfied,Athleisure
1057,3,3,Sweatshirt,Simple,Average,Beige,Dissatisfied,Casual
8910,5,3,Leggings,Bold Graphics,Good,Black,Dissatisfied,Athleisure
402,3,1,Henley Shirt,Artistic,Average,Purple,Dissatisfied,Casual
8055,3,3,Sweat-wicking Tee,Stylish,Good,Blue,Satisfied,Athleisure
6584,4,3,Snapback,Bold Graphics,Good,Gray,Dissatisfied,Streetwear
3228,5,5,Tuxedo,Elegant,Excellent,White,Dissatisfied,Formal
4115,4,3,Boho Blouse,Artistic,Good,Navy,Satisfied,Bohemian
6952,4,3,Hoodie,Bold Graphics,Excellent,Red,Dissatisfied,Streetwear
6975,2,3,Snapback,Bold Graphics,Good,Green,Satisfied,Streetwear
73,5,2,Sweatpants,Simple,Good,Gray,Dissatisfied,Casual
4915,5,2,Boho Blouse,Artistic,Excellent,Navy,Satisfied,Bohemian
2169,4,4,Tuxedo,Elegant,Excellent,Black,Satisfied,Formal
8421,4,3,Yoga Pants,Bold Graphics,Good,Green,Satisfied,Athleisure
4699,5,4,Maxi Dress,Artistic,Excellent,Purple,Satisfied,Bohemian
8140,3,2,Sweat-wicking Tee,Bold Graphics,Average,Pink,Dissatisfied,Athleisure
9740,3,1,Leggings,Stylish,Good,Black,Dissatisfied,Athleisure
4096,4,4,Embroidered Skirt,Artistic,Good,Green,Satisfied,Bohemian
1428,4,3,Cargo Pants,Artistic,Good,Yellow,Satisfied,Casual
1707,4,2,Dress Shirt,Artistic,Good,White,Dissatisfied,Casual
6441,2,3,Hoodie,Bold Graphics,Excellent,Red,Satisfied,Streetwear
3576,4,4,Tuxedo,Elegant,Excellent,Navy,Dissatisfied,Formal
